label,text
3,got familiar bruckheimer element schumacher probably good job anyone bringing hopkins rock collision acting style onscreen persona
3,grittily beautiful film look sound feel like extended open ended poem traditionally structured story
3,production value highest performance attractive without memorable
4,well rounded tribute man whose achievement complexity reached far beyond end zone
4,finely crafted finely written exquisitely performed
3,ramsay morton fill character study poetic force buoyant feeling
3,submarine drama earns right favorably compared da boot
3,claude chabrol camera way gently swaying back forth cradle character veiling tension beneath otherwise tender movement
1,great deal corny dialogue preposterous moment
3,yet still work
4,film immensely enjoyable thanks great performance steve buscemi rosario dawson
3,like many western action film thriller loud thoroughly overbearing heartfelt concern north korea recent past south korea future add much needed moral weight
4,special p v camera mount bike skateboard motorcycle provide intense experience splashed across immense imax screen
4,mike white deft combination serious subject matter dark funny humor make good girl film worth watching
3,shrewd effective film director understands create sustain mood
2,meant reduce blake philosophy tragic coming age saga punctuated burst animator todd mcfarlane superhero dystopia
3,assayas ambitious sometimes beautiful adaptation jacques chardonne novel
3,ex marine walter may may shot kennedy actor raymond j barry perfectly creepy believable
3,n entirely get godard distinctive discourse still come away sense reserved existential poignancy
4,pete screenplay manages find real natural even flowing tone movie able accomplish
4,like brosnan performance evelyn come heart
3,us figure real life story portray film
4,result powerful naturally dramatic piece low budget filmmaking
3,spirit iconoclastic abandon however canned make unexpectedly giddy viewing
4,early middle passage surprising much engage even touch u
1,classical dramatic animated feature hip contemporary jokey one
3,sort work
4,quiet introspective entertaining independent worth seeking
2,whether action popcorn obsessed culture embrace engaging literate psychodrama n much mystery unfortunately
3,whether ram das prof clear reliable authority inner consciousness fierce grace reassures u honest loving one
3,sly sophisticated surprising
3,spare quietly effective retelling
3,demonstrates vivid imagination impressive style result terrific setpieces
3,modest straight ahead standard undisputed score direct hit
3,story young chinese woman ah na come new york city replace past tragedy american dream one art house moviegoer likely find compelling
3,like quirky slightly strange french film must
3,film plight american indian modern america skin come welcome downbeat missive forgotten front
3,shyamalan continues cut swathe mainstream hollywood retaining integrity refusing compromise vision
4,whale good time child parent seeking christian themed fun
2,begin film tradition graduate quickly switch something recyclable significant
3,much smarter attentive first set
3,story smart entirely charming intent execution
4,movie technical skill rare depth intellect feeling
3,represents worthy departure culture clash comedy marked emerging indian american cinema
1,n expand tv show movie length
3,however pleasant enough ecological pro wildlife sentiment certainly welcome
3,looking intelligent movie release pent anger enough ticket need
3,pointed often tender examination pro con unconditional love familial duty
2,well acted well intentioned nothing however film come perilously close bleak pessimistic unflinching good
4,comedy drama nearly epic proportion rooted sincere performance title character undergoing midlife crisis
3,issue adult face marriage think liked real issue tucked silly crude storyline
4,elegantly produced expressively performed six musical number crystallize key plot moment minutely detailed wonder dreamlike ecstasy
